commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
dd2a943e145,inductor,not user facing,Fix the AOTI compile failure with ARM CPU for Meta internal (#147204),torch/_inductor/cpu_vec_isa.py,https://github.com/pytorch/pytorch/pull/147204,hl475,houseroad,,,
6f7e67c43c1,skip,Untopiced,Add torch._scaled_mm for CPU (#139975),aten/src/ATen/native/Blas.cpp aten/src/ATen/native/mkldnn/Linear.cpp aten/src/ATen/native/mkldnn/Linear.h aten/src/ATen/native/mkldnn/MKLDNNCommon.cpp aten/src/ATen/native/native_functions.yaml test/inductor/test_fp8.py test/test_matmul_cuda.py test/test_matmul_fp8.py torch/_inductor/codegen/cpp_prefix.h torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_device_type.py torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/139975,yanbing-j,jgong5,malfet,mingfeima,
c6b331f7d9c,dynamo,not user facing,Deprecate `skip_code_recursive_on_cache_limit_hit` config flag (#136970),torch/_dynamo/config.py torch/_dynamo/convert_frame.py,https://github.com/pytorch/pytorch/pull/136970,zeshengzong,williamwen42,,,
84abeaad5c1,fx,Untopiced,[export] Log evaluate_expr (#146939),benchmarks/dynamo/pr_time_benchmarks/expected_results.csv test/export/test_draft_export.py torch/fx/experimental/sym_node.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/146939,angelayi,oulgen,,,
57060bebf35,fx,Untopiced,[symbolic shapes] Add replacement for backed symints (#147240),test/export/test_draft_export.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/147240,angelayi,pianpwk,,,
302f56a1f2d,skip,Untopiced,"Revert ""Fix non-bitwise type annotations for Tensor operators (see #145838) (#146845)""",test/typing/pass/arithmetic_ops.py torch/_decomp/decompositions.py torch/_prims/rng_prims.py torch/_tensor.py torch/distributed/algorithms/ddp_comm_hooks/powerSGD_hook.py torch/distributions/exp_family.py torch/optim/adam.py torch/optim/nadam.py torch/optim/swa_utils.py,,,,,,
d9b3d76b85f,cuda,Untopiced,Fix linter warnings (#147386),aten/src/ATen/native/cuda/SoftMax.cu,https://github.com/pytorch/pytorch/pull/147386,ahmadsharif1,Skylion007,ngimel,,
74682e85953,quantization,not user facing,Fix typo (#147330),torch/ao/nn/quantizable/modules/activation.py,https://github.com/pytorch/pytorch/pull/147330,12v,Skylion007,srinivasreddy,,
166419b9c1a,dynamo,not user facing,dynamo: Don't crash when encountering a object with no __name__ (#147246),test/dynamo/test_compile.py test/dynamo/test_trace_rules.py torch/_dynamo/trace_rules.py,https://github.com/pytorch/pytorch/pull/147246,c00w,Skylion007,anijain2305,jansel,
1b047d5d7a3,skip,not user facing,Add link to non_blocking/pinmem tutorial in `Tensor.to` docstrings (#145651),torch/_tensor_docs.py,https://github.com/pytorch/pytorch/pull/145651,vmoens,svekars,,,
eb892cd7687,inductor,not user facing,[codegen] enable SORT and TUPLE_REDUCTION for AMD Triton (#147340),test/inductor/test_torchinductor_dynamic_shapes.py torch/_inductor/codegen/triton.py,https://github.com/pytorch/pytorch/pull/147340,chenyang78,Skylion007,eellison,jansel,
75db0fd8a0b,dynamo,not user facing,"[dynamo] refactor dynamo__custom_eval_frame to C++, refactor SKIP_CODE[_RECURSIVE] (#145603)",build_variables.bzl torch/csrc/dynamo/eval_frame.c torch/csrc/dynamo/eval_frame.h torch/csrc/dynamo/eval_frame_cpp.cpp torch/csrc/dynamo/eval_frame_cpp.h torch/csrc/dynamo/extra_state.cpp torch/csrc/dynamo/extra_state.h torch/csrc/dynamo/framelocals_mapping.cpp torch/csrc/dynamo/framelocals_mapping.h,https://github.com/pytorch/pytorch/pull/145603,williamwen42,anijain2305,jansel,,
63e8ad49b86,dynamo,not user facing,[dynamo] replace hardcoded eval frame control flags skip_code_recursive_flag/cache_limit_hit_flag (#146355),test/dynamo/test_frame_init.py torch/_C/_dynamo/eval_frame.pyi torch/_dynamo/convert_frame.py torch/_dynamo/testing.py torch/_dynamo/types.py torch/csrc/dynamo/eval_frame.c torch/csrc/dynamo/eval_frame.h torch/csrc/dynamo/eval_frame_cpp.cpp torch/csrc/dynamo/init.cpp,https://github.com/pytorch/pytorch/pull/146355,williamwen42,jansel,,,
3f35664ee8b,inductor,not user facing,More precise check for shared storage check in inductor/reinplace pass (#147050),test/inductor/test_auto_functionalize.py torch/_inductor/fx_passes/reinplace.py,https://github.com/pytorch/pytorch/pull/147050,laithsakka,zou3519,,,
7622e29a374,skip,Untopiced,"Revert ""Nccl update to 2.25.1 for cuda 12.4-12.8  (#146073)""",.ci/docker/ci_commit_pins/nccl-cu11.txt .ci/docker/ci_commit_pins/nccl-cu12.txt .ci/docker/common/install_base.sh .ci/docker/common/install_cuda.sh .github/scripts/generate_binary_build_matrix.py .github/workflows/build-manywheel-images.yml .github/workflows/generated-linux-aarch64-binary-manywheel-nightly.yml .github/workflows/generated-linux-binary-manywheel-main.yml .github/workflows/generated-linux-binary-manywheel-nightly.yml .github/workflows/generated-linux-s390x-binary-manywheel-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml .github/workflows/generated-windows-binary-wheel-nightly.yml .gitignore .gitmodules cmake/External/nccl.cmake setup.py test/dynamo/test_repros.py third_party/nccl/nccl tools/build_pytorch_libs.py,,,,,,
a21a123fd57,distributed,not user facing,Add fqn_modifier at loading_state_dict and unit test (#146557),test/distributed/checkpoint/test_state_dict.py torch/distributed/checkpoint/state_dict.py torch/testing/_internal/distributed/common_state_dict.py,https://github.com/pytorch/pytorch/pull/146557,mori360,fegin,,,
c8433c2c6c9,cuda,docs,"[BE] correct docs for clock_rate to MHz, fixes #147098 (#147393)",torch/cuda/__init__.py,https://github.com/pytorch/pytorch/pull/147393,janeyx99,andrewor14,,,
c9a15d980f2,distributed,not user facing,[FSDP2] Simplify shard_placement_fn in test (#146847),test/distributed/_composable/fsdp/test_fully_shard_training.py,https://github.com/pytorch/pytorch/pull/146847,tsunghsienlee,awgu,,,
ca397d82a67,inductor,not user facing,[Sigmoid] Fix issues with constant folding and fba_ops (#146948),torch/_inductor/constant_folding.py,https://github.com/pytorch/pytorch/pull/146948,trieuat,zhxchen17,,,
bae049b439c,python_frontend,not user facing,Update addr doc (#146482),torch/_torch_docs.py,https://github.com/pytorch/pytorch/pull/146482,albanD,janeyx99,,,
5d547d82e6c,fx,not user facing,Add no_data_dependent_graph_break mode (#147342),test/dynamo/test_misc.py torch/_dynamo/variables/tensor.py torch/fx/experimental/_config.py,https://github.com/pytorch/pytorch/pull/147342,bobrenjc93,laithsakka,,,
525ca80f53a,fx,not user facing,add unbacked strict mode (#147333),test/dynamo/test_misc.py torch/_dynamo/decorators.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/147333,bobrenjc93,laithsakka,,,
babb2dc2afd,skip,Untopiced,"Revert ""Add torch._scaled_mm for CPU (#139975)""",aten/src/ATen/native/Blas.cpp aten/src/ATen/native/mkldnn/Linear.cpp aten/src/ATen/native/mkldnn/Linear.h aten/src/ATen/native/mkldnn/MKLDNNCommon.cpp aten/src/ATen/native/native_functions.yaml test/inductor/test_fp8.py test/test_matmul_cuda.py test/test_matmul_fp8.py torch/_inductor/codegen/cpp_prefix.h torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_device_type.py torch/testing/_internal/common_methods_invocations.py,,,,,,
959d79f85f6,onnx,not user facing,[ONNX] Move and improve error reproduction logic in test (#147391),test/onnx/error_reproduction.py test/onnx/torchlib/error_reproduction.py,https://github.com/pytorch/pytorch/pull/147391,justinchuby,titaiwangms,,,
757d7f28d15,releng,not user facing,[CD] Increase timeout for windows binary builds (#147390),.github/templates/common.yml.j2 .github/templates/windows_binary_build_workflow.yml.j2 .github/workflows/generated-windows-binary-libtorch-debug-main.yml .github/workflows/generated-windows-binary-libtorch-debug-nightly.yml .github/workflows/generated-windows-binary-libtorch-release-main.yml .github/workflows/generated-windows-binary-libtorch-release-nightly.yml .github/workflows/generated-windows-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/147390,atalman,huydhn,jeanschmidt,malfet,
953f7834cc5,onnx,improvements,[ONNX] Pick up missing types in dynamic shapes renaming (#147407),test/onnx/exporter/test_dynamic_shapes.py test/onnx/exporter/test_small_models_e2e.py torch/onnx/_internal/exporter/_dynamic_shapes.py torch/onnx/_internal/exporter/_ir_passes.py,https://github.com/pytorch/pytorch/pull/147407,titaiwangms,justinchuby,,,
f16d30137c0,distributed,not user facing,[OSS] Update FileSystem methods to properly handle a string argument (#145751),torch/distributed/checkpoint/filesystem.py,https://github.com/pytorch/pytorch/pull/145751,ankitageorge,pradeepfn,,,
5006932cbc7,skip,not user facing,[cutlass backend] forward fix of standalone runner for fbcode (#147158),test/inductor/test_cutlass_backend.py,https://github.com/pytorch/pytorch/pull/147158,henrylhtsang,chenyang78,,,
bd370c138a9,quantization,not user facing,fix pt2e block wise quantization unit test (#147406),test/quantization/pt2e/test_quantize_pt2e.py,https://github.com/pytorch/pytorch/pull/147406,cccclai,andrewor14,jerryzh168,,
4ece056791d,skip,not user facing,Nccl update to 2.25.1 for cuda 12.4-12.8  (#146073),.ci/docker/ci_commit_pins/nccl-cu11.txt .ci/docker/ci_commit_pins/nccl-cu12.txt .ci/docker/common/install_base.sh .ci/docker/common/install_cuda.sh .github/scripts/generate_binary_build_matrix.py .github/workflows/build-manywheel-images.yml .github/workflows/generated-linux-aarch64-binary-manywheel-nightly.yml .github/workflows/generated-linux-binary-manywheel-main.yml .github/workflows/generated-linux-binary-manywheel-nightly.yml .github/workflows/generated-linux-s390x-binary-manywheel-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml .github/workflows/generated-windows-binary-wheel-nightly.yml .gitignore .gitmodules cmake/External/nccl.cmake setup.py test/dynamo/test_repros.py third_party/nccl/nccl tools/build_pytorch_libs.py,https://github.com/pytorch/pytorch/pull/146073,atalman,Skylion007,fduwjj,kwen2501,
465930ee815,inductor,not user facing,"Revert ""[ROCm] ROCm-specific gemm tuning parameters"" (#147388)",torch/_inductor/choices.py torch/_inductor/kernel/bmm.py torch/_inductor/kernel/conv.py torch/_inductor/kernel/mm.py torch/_inductor/kernel/mm_common.py torch/_inductor/kernel/mm_plus_mm.py torch/_inductor/kernel/mm_scaled.py torch/_inductor/kernel/unpack_mixed_mm.py torch/_inductor/runtime/triton_helpers.py torch/_inductor/template_heuristics.py,https://github.com/pytorch/pytorch/pull/147388,jansel,yanboliang,,,
2c3680ce383,export,Untopiced,[apf] Fix input adapter (#147238),torch/export/unflatten.py,https://github.com/pytorch/pytorch/pull/147238,angelayi,pianpwk,,,
454fbd5bbe5,skip,not user facing,realize stride symbols in estimate_runtime (#146752),test/test_dynamic_shapes.py torch/_functorch/partitioners.py,https://github.com/pytorch/pytorch/pull/146752,laithsakka,bdhirsh,bobrenjc93,,
655b061ef07,inductor,not user facing,[inductor] Freeze runtime asserts after shape prop but before codegen (#147331),torch/_inductor/compile_fx.py torch/_inductor/graph.py,https://github.com/pytorch/pytorch/pull/147331,bobrenjc93,eellison,,,
81eb2a78ad9,inductor,Untopiced,[Inductor] Add autotuning artifact logging (#147222),test/dynamo/test_logging.py torch/_inductor/autotune_process.py torch/_inductor/codegen/cuda/cuda_template.py torch/_logging/_internal.py torch/_logging/_registrations.py,https://github.com/pytorch/pytorch/pull/147222,mlazos,eellison,henrylhtsang,,
e9b3ff05705,inductor,Untopiced,"[Cutlass] Add support for runtime param choices, starting with swizzle (#147223)",torch/_inductor/codegen/cuda/cuda_kernel.py torch/_inductor/codegen/cuda/cuda_template.py torch/_inductor/codegen/cuda/gemm_template.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/147223,mlazos,Chillee,eellison,,
77dbd285359,inductor,Untopiced,[Cutlass] Restore search space for swizzle (#147224),torch/_inductor/config.py,https://github.com/pytorch/pytorch/pull/147224,mlazos,eellison,,,
303ad1916fb,inductor,not user facing,[FlexAttention] Fix weird generate stride call in flex decode (#147435),torch/_inductor/kernel/flex_decoding.py,https://github.com/pytorch/pytorch/pull/147435,drisspg,BoyuanFeng,,,
ed83b0b70be,distributed,Untopiced,[ddp] decouple python reducer from compilation mode (#147123),test/distributed/_composable/test_replicate_with_compiler.py torch/_dynamo/config.py torch/_dynamo/convert_frame.py torch/_dynamo/utils.py torch/nn/parallel/distributed.py,https://github.com/pytorch/pytorch/pull/147123,xmfan,fegin,,,
8cbf7d0d6e3,skip,not user facing,[Inductor UT][XPU] Skip fft_c2c case since it's not implemented on XPU. (#147351),test/inductor/test_aot_inductor.py,https://github.com/pytorch/pytorch/pull/147351,etaf,jansel,,,
e6c86952c67,releng,not user facing,Add CUDA 12.8 windows nightly build (#147037),.github/scripts/generate_binary_build_matrix.py .github/workflows/generated-windows-binary-libtorch-debug-nightly.yml .github/workflows/generated-windows-binary-libtorch-release-nightly.yml .github/workflows/generated-windows-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/147037,tinglvv,atalman,,,
5220d402b55,skip,not user facing,[ROCm] TopK optimizations for AMD GPUs (#146387),aten/src/ATen/native/cuda/TensorTopK.cpp aten/src/ATen/native/cuda/TensorTopK.cu,https://github.com/pytorch/pytorch/pull/146387,apakbin,malfet,ngimel,,
9fee408daa9,caffe2,Untopiced,[caffe2] disable warning for unused arguments (#147411),aten/src/ATen/native/quantized/cpu/qnnpack/buckbuild.bzl,https://github.com/pytorch/pytorch/pull/147411,rmaz,kimishpatel,,,
5a3a50c7910,releng,Untopiced,Update Arm Compute Library (ACL) to v25.02 (#147454),.ci/aarch64_linux/aarch64_wheel_ci_build.py .ci/aarch64_linux/build_aarch64_wheel.py .ci/docker/common/install_acl.sh,https://github.com/pytorch/pytorch/pull/147454,fadara01,malfet,,,
4f3c070b254,inductor,not user facing,[inductor] GraphLowering code movement (#147335),torch/_inductor/graph.py,https://github.com/pytorch/pytorch/pull/147335,bobrenjc93,eellison,,,
279c7f262ea,onnx,not user facing,[ONNX] Refactor dispatcher and registry (#147396),torch/onnx/_internal/exporter/_dispatching.py torch/onnx/_internal/exporter/_ir_passes.py torch/onnx/_internal/exporter/_registration.py torch/onnx/_internal/exporter/_torchlib/__init__.py torch/onnx/_internal/exporter/_torchlib/_torchlib_registry.py torch/onnx/_internal/exporter/_torchlib/ops/hop.py,https://github.com/pytorch/pytorch/pull/147396,justinchuby,titaiwangms,,,
e758d8b4d16,skip,not user facing,[Inductor][Triton] Rework casting logic to avoid illegal bitcast (#147395),torch/_inductor/runtime/triton_helpers.py,https://github.com/pytorch/pytorch/pull/147395,alexbaden,eellison,,,
8bea08e5bc8,skip,not user facing,[BE] Fix tensor stub (#147384),tools/pyi/gen_pyi.py,https://github.com/pytorch/pytorch/pull/147384,vmoens,albanD,atalman,janeyx99,
394676759d3,releng,not user facing,ci: Add h100 nightly perf testing (#146868),.ci/pytorch/test.sh .github/workflows/inductor-perf-test-nightly-h100.yml .github/workflows/upload-torch-dynamo-perf-stats.yml,https://github.com/pytorch/pytorch/pull/146868,seemethere,eellison,huydhn,,
24738768a89,distributed,Untopiced,more dist ops in non strict (#147417),test/export/test_export.py torch/_export/non_strict_utils.py torch/distributed/_functional_collectives.py torch/distributed/distributed_c10d.py,https://github.com/pytorch/pytorch/pull/147417,avikchaudhuri,angelayi,,,
41ae15faa3d,onnx,not user facing,[ONNX] Add scaffolding for onnx decomp and logic for op tests (#147392),test/onnx/torchlib/README.md test/onnx/torchlib/ops_test_common.py test/onnx/torchlib/ops_test_data.py test/onnx/torchlib/test_ops.py torch/onnx/_internal/exporter/_torchlib/_tensor_typing.py torch/onnx/_internal/exporter/_torchlib/ops/__init__.py torch/onnx/_internal/exporter/_torchlib/ops/core.py,https://github.com/pytorch/pytorch/pull/147392,justinchuby,titaiwangms,,,
fb55bac3de7,distributed,not user facing,[fr][fix] Split MatchState and dynamic info for fr analysis downstream (#147439),test/distributed/flight_recorder/test_fr_analysis.py tools/flight_recorder/components/builder.py tools/flight_recorder/components/types.py tools/flight_recorder/components/utils.py,https://github.com/pytorch/pytorch/pull/147439,fduwjj,fegin,,,
f63db6255fd,export,Untopiced,Re-land exclude upsample_bilinear2d.vec and nearest2d.vec from default export decomposition table (#147153),test/export/test_export.py torch/export/decomp_utils.py,https://github.com/pytorch/pytorch/pull/147153,GregoryComer,manuelcandales,,,
48203bec636,inductor,not user facing,"[BE] remove  sysconfig.get_config_var(""LIBDIR"") from cuda lib paths (#147409)",torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/147409,henrylhtsang,chenyang78,,,
004d65aeb04,inductor,not user facing,Add type hints to cuda kernel (#147471),torch/_inductor/codegen/cuda/cuda_kernel.py,https://github.com/pytorch/pytorch/pull/147471,mlazos,eellison,,,
a88d7d42683,skip,not user facing,[util] fetch logical count cpu (#147413),tools/stats/monitor.py,https://github.com/pytorch/pytorch/pull/147413,yangw-dev,clee2000,,,
3986c3e4a64,inductor,not user facing,[reland][cutlass backend] Do not change dtype of GEMM template for cutlass 3x (#147434),torch/_inductor/codegen/cuda/gemm_template.py,https://github.com/pytorch/pytorch/pull/147434,henrylhtsang,ColinPeppler,,,
1e94c7aaa46,export,Untopiced,[draft_export] only clear pending unbacked symbols for overwritten kernels (#147427),test/export/test_draft_export.py torch/_subclasses/fake_tensor.py,https://github.com/pytorch/pytorch/pull/147427,pianpwk,angelayi,,,
16e202a38e1,dynamo,Untopiced,[dynamo] improved graph break messages for some common graph break sites [1/N] (#146525),.flake8 test/dynamo/test_activation_checkpointing.py test/dynamo/test_autograd_function.py test/dynamo/test_decorators.py test/dynamo/test_exc.py test/dynamo/test_graph_break_messages.py test/dynamo/test_hooks.py test/dynamo/test_misc.py test/test_custom_ops.py torch/_dynamo/decorators.py torch/_dynamo/exc.py torch/_dynamo/output_graph.py torch/_dynamo/symbolic_convert.py torch/_dynamo/utils.py torch/_dynamo/variables/base.py torch/_dynamo/variables/builtin.py torch/_dynamo/variables/functions.py torch/testing/_internal/common_utils.py,https://github.com/pytorch/pytorch/pull/146525,williamwen42,jansel,,,
93316cfe945,inductor,not user facing,Move ir_pre_fusion.txt and ir_post_fusion.txt to TORCH_LOGS (#147248),test/dynamo/test_logging.py test/inductor/test_debug_trace.py torch/_inductor/debug.py torch/_logging/_internal.py torch/_logging/_registrations.py torch/testing/_internal/logging_utils.py,https://github.com/pytorch/pytorch/pull/147248,dulinriley,eellison,,,
f79b352f5a4,inductor,Untopiced,[Intel GPU] qconv_pointwise.binary XPU support (#135189),aten/src/ATen/native/mkldnn/xpu/detail/Attr.h aten/src/ATen/native/mkldnn/xpu/detail/QConv.cpp aten/src/ATen/native/mkldnn/xpu/detail/QMatmul.cpp aten/src/ATen/native/mkldnn/xpu/qconv.cpp test/inductor/test_mkldnn_pattern_matcher.py torch/_inductor/fx_passes/quantization.py torch/ao/quantization/quantizer/xpu_inductor_quantizer.py,https://github.com/pytorch/pytorch/pull/135189,ZhiweiYan-96,EikanWang,guangyey,jerryzh168,
fea718f062b,dynamo,Untopiced,"[BaseHOP] change hop(subgraph, operands) to hop(subgraph, *operands) (#146730)",test/dynamo/test_base_hop.py test/higher_order_ops/test_invoke_quant.py test/inductor/test_compiled_optimizers.py test/inductor/test_foreach.py torch/_dynamo/variables/higher_order_ops.py torch/_higher_order_ops/_invoke_quant.py torch/_higher_order_ops/base_hop.py torch/_higher_order_ops/foreach_map.py torch/_inductor/fx_passes/joint_graph.py torch/_inductor/lowering.py torch/testing/_internal/hop_db.py,https://github.com/pytorch/pytorch/pull/146730,zou3519,mlazos,ydwu4,,
de1cb0f351e,distributed,Untopiced,capture the return value in the contract typing (#147488),torch/distributed/_composable/contract.py,https://github.com/pytorch/pytorch/pull/147488,xunnanxu,Skylion007,,,
0b0da81021e,dynamo,Untopiced,Support static method of torchbind attributes in torch.compile with inductor backend (#146927),test/inductor/test_torchbind.py torch/_dynamo/repro/after_aot.py torch/_higher_order_ops/effects.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/wrapper.py torch/_inductor/graph.py torch/_inductor/ir.py torch/_inductor/scheduler.py,https://github.com/pytorch/pytorch/pull/146927,yushangdi,angelayi,,,
0d56b7e665e,fx,not user facing,Support size oblivious max equation (#147344),test/dynamo/test_misc.py torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/147344,bobrenjc93,angelayi,,,
5f5b44f6bf3,releng,not user facing,[ROCm] Update inductor-periodic.yml to use the correct label (#147473),.github/workflows/inductor-periodic.yml,https://github.com/pytorch/pytorch/pull/147473,amdfaa,jeffdaily,,,
7185ca8348c,inductor,not user facing,[Cutlass] Add test verifying number of precompiles (#147477),test/inductor/test_cutlass_backend.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/147477,mlazos,henrylhtsang,,,
77aa6028715,export,Untopiced,[torchbind] Differentiate ScriptModule and ScriptObject with qualified name (#147399),test/export/test_export.py torch/_export/non_strict_utils.py torch/_higher_order_ops/torchbind.py torch/_library/fake_class_registry.py,https://github.com/pytorch/pytorch/pull/147399,ydwu4,yushangdi,,,
8f6b9403c10,releng,not user facing,[audio hash update] update the pinned audio hash (#147423),.github/ci_commit_pins/audio.txt,https://github.com/pytorch/pytorch/pull/147423,pytorchupdatebot,pytorchbot,,,
76ad19a5492,dynamo,not user facing,[dynamo][codegen] Implement CSE for pre-graph graph-arg bytecode reconstruction (#147425),benchmarks/dynamo/pr_time_benchmarks/expected_results.csv torch/_dynamo/codegen.py torch/_dynamo/source.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/147425,anijain2305,StrongerXi,jansel,,
db4ce78d46c,quantization,not user facing,PEP585: More UP006 fixes (#146392),test/distributed/_composable/fsdp/test_fully_shard_ignore_params.py test/distributed/test_c10d_functional_native.py test/functorch/test_ac_logging.py test/onnx/test_onnxscript_runtime.py test/onnx/torchlib/error_reproduction.py torch/_C/_monitor.pyi torch/_decomp/__init__.py torch/_dynamo/polyfills/__init__.py torch/_dynamo/utils.py torch/_dynamo/variables/base.py torch/_dynamo/variables/builtin.py torch/_dynamo/variables/functions.py torch/_export/__init__.py torch/_functorch/_activation_checkpointing/ac_logging_utils.py torch/_functorch/_aot_autograd/subclass_parametrization.py torch/_higher_order_ops/aoti_call_delegate.py torch/_higher_order_ops/utils.py torch/_inductor/__init__.py torch/_inductor/codecache.py torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp_wrapper_gpu.py torch/_inductor/codegen/cuda_combined_scheduling.py torch/_inductor/codegen/simd.py torch/_inductor/codegen/simd_kernel_features.py torch/_inductor/compile_fx.py torch/_inductor/cudagraph_trees.py torch/_inductor/dependencies.py torch/_inductor/freezing_utils.py torch/_inductor/fuzzer.py torch/_inductor/fx_passes/pad_mm.py torch/_inductor/ir.py torch/_inductor/kernel/flex_attention.py torch/_inductor/metrics.py torch/_inductor/mkldnn_ir.py torch/_inductor/output_code.py torch/_inductor/scheduler.py torch/_inductor/utils.py torch/_inductor/wrapper_benchmark.py torch/_jit_internal.py torch/_prims/__init__.py torch/_prims_common/__init__.py torch/_refs/__init__.py torch/_refs/linalg/__init__.py torch/_refs/nn/__init__.py torch/_subclasses/functional_tensor.py torch/_subclasses/meta_utils.py torch/ao/quantization/__init__.py torch/autograd/__init__.py torch/backends/quantized/__init__.py torch/compiler/__init__.py torch/cuda/__init__.py torch/distributed/_composable/checkpoint_activation.py torch/distributed/_serialization.py torch/distributed/_shard/sharded_optim/__init__.py torch/distributed/_shard/sharded_tensor/__init__.py torch/distributed/_symmetric_memory/__init__.py torch/distributed/checkpoint/planner.py torch/distributed/elastic/events/__init__.py torch/distributed/elastic/multiprocessing/__init__.py torch/distributed/elastic/multiprocessing/errors/__init__.py torch/distributed/pipelining/_utils.py torch/distributed/pipelining/schedules.py torch/distributed/rpc/__init__.py torch/export/__init__.py torch/export/passes/__init__.py torch/futures/__init__.py torch/fx/_graph_pickler.py torch/fx/experimental/sym_node.py torch/fx/graph.py torch/jit/frontend.py torch/mtia/__init__.py torch/nested/__init__.py torch/nn/attention/__init__.py torch/onnx/_internal/exporter/_dynamic_shapes.py torch/serialization.py torch/sparse/__init__.py torch/testing/_internal/distributed/common_state_dict.py torch/testing/_internal/opinfo/definitions/__init__.py torch/utils/data/dataset.py torch/utils/model_dump/__init__.py torch/xpu/__init__.py,https://github.com/pytorch/pytorch/pull/146392,aorenste,Skylion007,albanD,justinchuby,
a000c7e6d2f,skip,not user facing,Add hint message for `pack_padded_sequence` (#146747),torch/nn/utils/rnn.py,https://github.com/pytorch/pytorch/pull/146747,zeshengzong,mikaylagawarecki,,,
452315c84f8,inductor,not user facing,Fix RuntimeError: value cannot be converted to type int64_t without overflow (#147492),torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/147492,drisspg,eellison,,,
6a72aaadae5,python_frontend,Untopiced,"Fix `torch.max` optional args `dim`, `keepdim` description (#147177)",torch/_torch_docs.py,https://github.com/pytorch/pytorch/pull/147177,zeshengzong,colesbury,,,
9da250aadae,distributed,Untopiced,type `fully_shard` so that the return value can be chained with typing enabled (#147489),test/distributed/_composable/fsdp/test_fully_shard_init.py torch/distributed/_composable/contract.py torch/distributed/fsdp/_fully_shard/_fully_shard.py torch/distributed/pipelining/stage.py,https://github.com/pytorch/pytorch/pull/147489,xunnanxu,Skylion007,,,
f9b8121350d,inductor,not user facing,Make Inductor scheduler aware of _scaled_mm (#146992),torch/_inductor/ir.py torch/_inductor/scheduler.py,https://github.com/pytorch/pytorch/pull/146992,lw,drisspg,eellison,shunting314,
6beba8dcced,inductor,not user facing,Optimize `graph.py` typing (#147099),torch/_inductor/graph.py,https://github.com/pytorch/pytorch/pull/147099,zeshengzong,aorenste,cyyever,,
5116b27792d,releng,Untopiced,Add cifllow/riscv64 label,.github/pytorch-probot.yml,,,,,,
ead970c8d03,skip,Untopiced,"Revert ""Add cifllow/riscv64 label""",.github/pytorch-probot.yml,,,,,,
574371d828e,inductor,not user facing,Add current cuda device index to FXGraphCache key (#147464),test/dynamo/test_aot_autograd_cache.py test/inductor/test_codecache.py torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/147464,jamesjwu,anijain2305,bdhirsh,,
382fbcc1e43,quantization,Untopiced,add the `torch.float8_e8m0fnu` dtype to PyTorch (#147466),aten/src/ATen/DLConvertor.cpp aten/src/ATen/Dispatch_v2.h aten/src/ATen/native/Copy.cpp aten/src/ATen/native/TensorCompare.cpp aten/src/ATen/native/cpu/CopyKernel.cpp aten/src/ATen/native/cpu/FillKernel.cpp aten/src/ATen/native/cpu/IndexKernel.cpp aten/src/ATen/native/cuda/Copy.cu aten/src/ATen/native/cuda/Indexing.cu aten/src/ATen/native/cuda/jit_utils.h c10/core/Scalar.h c10/core/ScalarType.cpp c10/core/ScalarType.h c10/util/Float8_e8m0fnu-inl.h c10/util/Float8_e8m0fnu.cpp c10/util/Float8_e8m0fnu.h c10/util/TypeCast.h test/quantization/core/experimental/test_float8.py tools/pyi/gen_pyi.py torch/_tensor_str.py torch/csrc/TypeInfo.cpp torch/csrc/utils/python_scalars.h torch/storage.py torchgen/api/types/types.py torchgen/model.py,https://github.com/pytorch/pytorch/pull/147466,vkuzo,drisspg,,,
83bb921a5ad,inductor,not user facing,[ROCm] Update meta_registration for efficient attention (#146979),test/inductor/test_fused_attention.py test/inductor/test_torchinductor.py torch/_inductor/fx_passes/fuse_attention.py torch/_meta_registrations.py,https://github.com/pytorch/pytorch/pull/146979,AmdSampsa,shunting314,,,
